name,freelance,createdAt,profileName,totalNumberOfFollowing,totalNumberOfFollowers,vizCount,visibleWorkbookCount,lastPublishDate,organization,title,bio,featuredVizRepoUrl,profileUrl,country,state,city
Jake Ronald Hutton,False,2021-01-01,jake.hutton,4,0,27,4,2021-08-25,Milestone Technologies,,"Tableau Desktop Specialist | Data Analyst | Masters in Business Analytics | Proud Papa | Lifelong Learning

As a recent graduate, i'm excited about joining this community to further develop my skill and experience in Tableau.  Im at the very beginning of my journey and have a lot to learn but couldn't be more excited to do so.  I will be using Tableau in my new role as a Data Analyst so that is an added bonus as well.  I really enjoy working with sports related data, especially bay area sports!",AiyukvsRuggs,https://public.tableau.com/app/profile/jake.hutton,United States,California,Burlingame
Mani Khanuja,False,2018-04-01,mani.khanuja,0,1,14,0,2018-04-15,,,"I am a seasoned IT professional with over 13 years of software engineering experience in people management, software development, client & vendor management, risk management, execution and monitoring of software projects in demanding agile environment. Specialized in program development of large-scale, distributed software applications or services using object-oriented analysis and design throughout the complete software development lifecycle from design to release.
Successfully led data/computer vision/machine/deep learning projects involving neural networks, data analytics, data visualization & natural language processing with the ability to execute at tactical project-level activities.",,https://public.tableau.com/app/profile/mani.khanuja,United States,California,Cerritos
Charlie Sun,False,2020-06-01,charlie.sun2167,0,0,13,3,2021-02-10,All Home,,"My approach to numbers and data-visualization is informed by training in two fields / disciplines.

The first was studying Economics at the University of Chicago, where I worked with Professors John List and Steven Levitt as an RA.

The second was as a management consultant at Boston Consulting Group, where I worked with financial, sales, and healthcare data, converting it to strategic insight for executive audiences. This work included some ""big data"" projects in the healthcare space.

I am passionate about social change, and am currently working on tackling homelessness and economic inequality in the Bay Area.",,https://public.tableau.com/app/profile/charlie.sun2167,United States,California,San Francisco
Robert Munoz,False,2020-06-01,robert.d.munoz,0,0,67,11,2021-11-05,Lawrence Berkeley Labs,Systems Analyst,"I enjoy visualizing data with Tableau. My favorite visualization is dealing with dense data using the Tesselation features of Tableau. When your scatter plot shows one big blotch of data points and it looks like you'll never pierce through the data with any meaning, that's when displaying the data as density comes through.  You can see this in the LA Traffic Accidents project. Feel free to drop me a line on my LinkedIn profile and provide any comments about my projects or share yours.",UKBankCustomers_16352216811820,https://public.tableau.com/app/profile/robert.d.munoz,United States,California,Berkeley
deRhodes,False,,derhodes,3,2,0,0,,Kaiser Permanente,,"I am a data enthusiast in Network Services at Kaiser Permanente. I use Tableau pretty much every day, am a bit of a Tableau evangelist, and enjoy taking my visualizations to the next level. I recently had the privilege of speaking at the 2015 Tableau Conference in Las Vegas, and shared my thoughts on how using Tableau can be this great catalyst for change in an organization's data culture. With the wonderful support of the leadership here at Kaiser Permanente, I look forward in the coming months to making even greater contributions to our data culture around how we use and think about data.",,https://public.tableau.com/app/profile/derhodes,United States,California,Oakland
YamiDiaz,False,2021-05-01,yamidiaz,17,1,0,0,,teacher,,"My passion for teaching inspires the hobbies I enjoy outside of work. I am a member of my local teachers’ book club, where we read books related to the discipline and some other books, too. I enjoy hosting this occasionally and reading as often as possible as well as writing when I am able and also like to read about working love spell, and astrology. These activities often inform my teaching in the classroom, too. In addition to these hobbies, I am dedicated to volunteering and giving back to my community. I accomplish this by organizing a winter wear drive and providing needy students with coats and scarves in winter.
",,https://public.tableau.com/app/profile/yamidiaz,United States,California,Bakersfield
Thiago Marcondes,False,2019-11-01,thiago.marcondes4715,0,0,59,6,2020-09-15,YVY Naturals,,"Brazilian with a bachelor's in Business Administration, and 6+ years’ experience working for the largest e-commerce platform in Brazil, managing product categories and sales on a scale of $100MM+ per year. 

Also, just finished a master’s in Business Analytics, refreshing statistical concepts, and developing skills in tools such as Python, SQL, and R, to master the ability to optimally analyze data. 

Currently, a Business Analyst at Yvy Naturals, a startup with an innovative subscription business model in the household cleaning industry, where I perform analyzes to turn data into business insights. ",,https://public.tableau.com/app/profile/thiago.marcondes4715,United States,California,Walnut Creek
Ashley Luc,False,2019-09-01,ashley.luc4567,0,0,20,0,2020-07-02,Santa Clara County Social Services,,"I am a data analyst for Santa Clara County Social Services by day and graphic designer by night. The marriage between data and design layout sparks my passion. Working with Adobe Indesign and Illustrator for over 10 years and data for about 8 years. My belief when data is presented visually it can reveal answers to questions you didn't know existed, allows to you ask more questions, tells a story in minutes or seconds and makes a stronger impact on the audience than just pure numbers. ",,https://public.tableau.com/app/profile/ashley.luc4567,United States,California,San Jose
Natasha,False,2019-05-01,natasha1586,0,0,66,11,2020-10-29,TextNow,,"Data scientist with background in marketing research and brand management, CPG, pet and immersive event industries. Owner of two companies (acting in an advisory role after passing on the reigns), with 10+ years of operations, marketing and business development experience. 

I believe in encouraging creativity in people and providing them with the right tools and an accessible platform for displaying and earning a living with their art, to explore their passions through the entertainment industry, and to organize their lives in a way that allows the pursuit of creative hobbies. My passion is using data science in to support this vision while gleaning valuable insights to drive innovation.",TwitchVisualizations,https://public.tableau.com/app/profile/natasha1586,United States,California,San Francisco
APHA,False,2019-02-01,apha1657,0,0,15,2,2019-03-11,Australian Passive House Association,,"The Australian Passive House Association is an independent, not-for-profit organisation which aims to promote Passive House principles as a way of providing superior indoor comfort and air quality while reducing energy use and carbon emissions from Australia’s buildings.
Passive House (or PassivHaus) was originally developed in Germany and has since spread throughout Europe. The standard continues to evolve and is now finding popularity in diverse climatic regions including California, Japan and Indonesia. To date 40,000 houses, schools, offices, and other building types have been built to the Passive House standard around the world.",,https://public.tableau.com/app/profile/apha1657,Australia,,
Duncan MacLeod,False,2016-12-01,duncanwrites,0,0,60,9,2017-02-25,Data Intuitive -Visualizer,,"Duncan MacLeod uses a combination of science and intuition to interpret data.  His skills are rare in a world ruled by quants.  Visualization takes place first in the imagination.  
Duncan combines science with instinct to synthesize an holistic interpretation of data.
Did you know, for instance, that Donald Trump's Twitter feed, prior to data cleanup, contains more '5's' than anything else?  5 is a number that is unpredictable, energetic, and in need of constant change.
Ask Duncan about getting a 'data reading' if you want to see what it's all about.",SuperstoreSalesDash,https://public.tableau.com/app/profile/duncanwrites,United States,California,Los Angeles
ocsteveg,False,2015-02-01,ocsteveg,0,0,9,4,2020-06-17,,,"Solution-oriented and highly analytical information enthusiast with extensive experience in information collection, data transformation, analytics, visualization, and delivering accurate insights throughout diverse industries. Proven record of delivering world class Business Intelligence solutions from concept, definition, data architecture, technical architecture, integration, storage, and reporting/visualization. Deriving accurate information from data to make better business decisions is primary focus. 

Information professional with deep technical background and vast business subject matter expertise delivering efficient and effective business intelligence solutions for big data.",,https://public.tableau.com/app/profile/ocsteveg,United States,California,Mission Viejo
Veros,False,2020-01-01,veros,0,1,16,1,2021-03-10,,,"A real estate data and mortgage technology innovator since 2001, Veros is a proven leader in enterprise risk management and collateral valuation services. The firm combines the power of predictive technology, data analytics, and industry expertise to deliver advanced automated solutions that allow users to identify and manage risk throughout the housing finance industry, from loan origination to servicing and securitization. Veros' services include automated property valuation, fraud and risk detection; portfolio analysis, forecasting, disaster monitoring & reporting, and next-generation collateral risk management platforms. For more information, visit www.veros.com or call 866-458-3767.",,https://public.tableau.com/app/profile/veros,United States,California,Santa Ana
Nimisha Patel,False,2021-04-01,nimiipatel,0,0,47,5,2021-04-27,,,"My curiosity and perceptiveness are my biggest strengths to deliver creative and strategic plans and solutions.

I am an aspiring Product Manager with a BS in Computer Science and completing my MS in Business Analytics with prior SDE/SWE experience.

- My experience at Amazon as a full-stack developer has taught me to deep-dive into problems and embracing ambiguity to deliver solutions. 
- My previous leadership positions in organizations during my undergrad combined with the insights from my data analytics background allowed me to lead insightful projects.
- I want to continue deep-diving into problem spaces and finding solutions that help solve those problems.",,https://public.tableau.com/app/profile/nimiipatel,United States,California,
Sean Newlin,False,2021-01-01,sean.newlin,0,0,8,1,2021-02-05,,,"Sean is a well-rounded and experienced #analyst and #datavisualization guru seeking to translate his experience in the public, private, and non-profit sectors into maximizing his positive #impact on his #Community.
He has dedicated his career to improving #AirPollution and mitigating #climatechange to improve #publichealth, especially for vulnerable populations. His portfolio includes projects that evaluated how well governments and organizations prepare for and respond to the #risks associated with a changing climate, evaluating the effectiveness of clean air and greenhouse gas-reducing grant programs, and researching the causes of disparities in outcomes and participation in programs designed to accelerate adoption of clean technologies. ",,https://public.tableau.com/app/profile/sean.newlin,United States,California,Oakland
Thomas Johnson,False,2018-11-01,thomas.johnson,9,1,0,0,,SenPerfect,,"As much as someone who writes, may resist, very few texts are perfect right away. A revision is actually always necessary. However, it is often not easy to see and revise his texts with critical eyes. Too much we are in the middle of the action. The following tips will help you to get more easily and to get the most out of your texts.
Some people who write hate them wholeheartedly: the revision. Be it that he believes that he has no time for her. That she denies him the joy of creative urge. Or that he does not want to sacrifice his lyrics to her.
But only very few texts are perfect right away.",,https://public.tableau.com/app/profile/thomas.johnson,United States,California,Pebble Beach
Research Team,False,2018-09-01,sdwp.research,0,1,388,66,2021-09-27,San Diego Workforce Partnership,,"At the San Diego Workforce Partnership, we are redefining workforce development. We believe in the power and dignity of work and understand that an integrated approach is the key to empowering individuals to attain durable self-sufficiency and businesses to create a stable workforce.

Workforce development isn’t confined to a search for a job or talent. It’s baked into the community, the classroom, and the home as we recognize the importance of what comes before, after and with securing a great career and solving a business need.

Everyone deserves the opportunity to succeed. And when more people have access to the resources they need to do so, our economy and community are stronger.",,https://public.tableau.com/app/profile/sdwp.research,United States,California,San Diego
William McNamara,False,2019-05-01,william.mcnamara,0,2,7,1,2019-05-21,PwC,,"William McNamara is an Experienced Associate within PwC's Deals advisory group. William focuses his time valuing businesses, business interests, securities and intangible assets for the purpose management planning and strategic viewpoints. He has performed cross-boarder work in both Beijing and the Middle East and across multiple industries. In addition to building out complex financial models, William has embraced PwC's digital investments and focused on building out his knowledge of data modeling, cleaning and visualizing. 

Going forward, William wants to continue to help clients solve complex problems by utilizing both traditional modeling techniques as well as big data analytics.",,https://public.tableau.com/app/profile/william.mcnamara,United States,California,Los Angeles
Science Canvas,False,2017-07-01,science.canvas,0,1,55,4,2017-10-14,Science Canvas,,"Science Canvas is an Ed-Tech Platform.

Science Canvas adheres to its mission of providing quality education through affordable and creative ways. The core value of our program is the mentor based delivery method; project-oriented learning content, exposure to latest technologies and trained tutors. We provide a high quality of education through projects, based on a specific track at an affordable cost. We foster teamwork, group discussions and help create relationships with our students via a mentor-mentee model. We nurture the thirst for practical knowledge and this speaks true of what we value most, project-based learning.",,https://public.tableau.com/app/profile/science.canvas,United States,California,San Jose
Apurva Hari,False,2017-05-01,apurva.hari,2,1,24,8,2021-11-04,,,"Apurva is a Senior Analytics Consultant and has a masters in data science from the University of Illinois. She first discovered Tableau in 2012, when she had a build a report for the leadership team. She was immediately impressed with how easy it was to use for presenting data and #Storytelling. She took a break and then began using tableau again as a part of her #DataVisualization course in college.  The course motivated her to join tableau public and finds inspirations from a lot beautiful content. She has begun participating in the #MakeOverMonday2021 challenge and intends to also participate in  #VizforSocialGood, #WorkoutWednesday, and #IronViz. You can reach out to her on LinkedIn to chat about anything data related!",CarSalesUnderstandingfuel-efficiencyfortopmanufacturers,https://public.tableau.com/app/profile/apurva.hari,United States,California,
Geoff Brown,False,2016-02-01,geoff.brown,0,1,6,3,2016-02-20,,,"I am an application development consultant with over ten years of experience in product development & rollout, software production, Internet marketing, customer acquisition and brand management. I have extensive experience in console game development, mobile app creation, and browser-based application development. Having worked at both startups and well-established businesses I always bring a ""startup"" mentality to every project I work on.

Specialties: CRM, Microsoft Dynamics CRM, Agile Methodologies, Web Development, Software Game Development, Product Development, Program Management, Metrics & Analytics, Quality Assurance, Team Development, Communications & Messaging, Enterprise Communications & Training",,https://public.tableau.com/app/profile/geoff.brown,United States,California,Los Angeles
Ann Sara Sajee ,False,2020-08-01,ann.sara.sajee1003,28,0,0,0,,Squark,,"Experienced Data Analyst with strong skill set in Python, SQL, Tableau, R. I have worked on building end-to-end analytical solution. I have strong analytical skills, problem solving ability, experience working with business stakeholders and good communication skills. 

TECHNICAL SKILLS

Data Visualization	: Python, Tableau, Power BI, QlikSense
Skills/Techniques	: Machine Learning, Statistics, Data Modelling, AWS services, A/B Testing
Programming Languages	: Python, R, SQL, Hadoop, Apache Hive (querying)
Databases	: PostgreSQL, Microsoft SQL Server, MPP Databases",,https://public.tableau.com/app/profile/ann.sara.sajee1003,United States,California,San Francisco Bay Area
Ali Haider Soni,False,2020-08-01,alihaidersoni,0,0,6,1,2020-12-25,Delta Analytics,,"
An analytic, innovative, and detail-oriented professional who graduated in a competitive double major comprising of Economics and Mathematics, deeply passionate about data analytics and strategic consulting. Successfully interned at large MNCs, Fortune 500 firms, investment firms, nonprofits as well as think tanks which has broadened my scope of data analytics, visualization, and data storytelling. Skilled in data analytics, statistical analyses, modelling, regression and econometrics by utilizing the power of Stata, Python, SQL, Tableau, and last but not least Excel. A problem solver at heart who deeply focuses on dynamic business metrics for exponential growth.

",,https://public.tableau.com/app/profile/alihaidersoni,United States,California,Fremont
Just Invest ,False,2017-03-01,just.invest,2,2,403,0,2019-11-04,Just Invest Inc.,,"Just Invest was founded to provided portfolio customizations for individuals, families, and mission-driven institutions. Our approach is rules driven and grounded in extensive data analysis, providing clients with personalized index solutions that reflect their views and values while benefitting from transparency, risk control and lower costs of index-based offerings. We manage multi-asset class portfolios and provide both asset allocation and asset class specific investment solutions. 

Just Invest specializes in working with our clients on Environment, Social and Governance (ESG) concerns, whether screening out negative issues or implementing positive tilts to those companies leading in specific factor categories.",,https://public.tableau.com/app/profile/just.invest,United States,California,Oakland
Advancing Justice - LA,False,2015-01-01,advancing.justice.la,0,2,33,6,2016-06-27,Asian Americans Advancing Justice - LA,,"Asian Americans Advancing Justice - Los Angeles is the nation’s largest legal and civil rights organization for Asian Americans, Native Hawaiians, and Pacific Islanders (NHPI). Through direct services, impact litigation, policy advocacy, leadership development, and capacity building, Advancing Justice - LA focuses on the most vulnerable members of Asian American and NHPI communities while also building a strong voice for civil rights and social justice. 

We are using Tableau to feature key data from our series of reports, ""A Community of Contrasts,"" which promotes a better understanding of Asian American and NHPI communities across the United States.

Visit www.advancingjustice-la.org/demographics to view and download all the reports!",CANHPI,https://public.tableau.com/app/profile/advancing.justice.la,,,
Swapnil,False,2020-03-01,swapnil7668,0,0,24,5,2020-09-17,,,"I am a Graduate student and have completed my Master's in Engineering/Industrial Management with a concentration in Data analytics from Northeastern University. A Data analytics enthusiast looking forward to exercising and enhance my skills as a Data Analyst, Data Scientist, and Data Engineer.

Also, I have experience in,
- Working on Data wrangling using R, Python, and SQL
- Experience in writing complex SQL queries for Data extraction/Manipulation and Reporting
- Data Warehousing and ETL process
- Strong Communication skills acquired by communicating with professionals across the globe for requirement gathering, project status reporting, project support, and presenting project walkthrough 



",MobileUsagegrowth,https://public.tableau.com/app/profile/swapnil7668,United States,California,
Gabriela Ledesma Valenzuela,False,2021-04-01,gabriela.ledesma.valenzuela,0,1,113,7,2021-07-27,Hult International Business School,,"I am a student at Hult International Business School pursuing a Masters in Business Analytics degree, graduating in August 2021. I am an eager learner and a data driven decision maker. 

Motivated by how the world is evolving and how the amount of data produced is doubling every three years and accelerating, and the use of tools like Python, R, SQL and Tableau that will help me analyze and get insights from data in a more efficient way. 

I’m dedicated to continuous learning and passionate about technology and the future of Data Analytics. I value giving back to the underprivileged communities through education as a way to improve their chances of success. ",,https://public.tableau.com/app/profile/gabriela.ledesma.valenzuela,United States,California,San Francisco
"Andi Egbert, APM Research Lab",False,2017-09-01,andi.egbert3857,18,6,99,16,2019-06-03,American Public Media,,"NOTE: We've migrated our APM Research Lab content to: https://public.tableau.com/profile/apm.research.lab#!/
Come visit us there! 

The APM Research Lab is home to a team of researchers who inform the communities we serve with both original and curated researchand analysis. This work helps inform journalists, civic and business leaders, and others who want to know what the best data and the best research has to say about challenges — and opportunities — facing families, communities, and organizations throughout the nation.

The Research Lab augments the work of other members of the American Public Media Group family, including Minnesota Public Radio News, Marketplace, Southern California Public Radio, APM Reports, and the Water Main.",NaturalChangeEachYearoftheDecade,https://public.tableau.com/app/profile/andi.egbert3857,United States,Minnesota,St. Paul
Vincent Bish,False,2019-07-01,vincent.bish,0,0,2,1,2019-07-24,The Last Mile / Slack,,"Appointed by the White House in 2016, Vincent Bish served on the Secretary's LGBT Policy Council as a Special Assistant to the Assistant Secretary for the Administration of Children & Families.

Previous to his appointment at the Department of Health and Human Services, Mr. Bish has worked in the executive branch at the State, Local and Federal level—having worked at the White House to the CT Attorney General's office.

Vincent currently works with the The Last Mile, Slack and the W.K. Kellogg foundation as the Program Director for the Next Chapter: a program that works to create and validate a pipeline into tech companies for formerly incarcerated technical talent.",,https://public.tableau.com/app/profile/vincent.bish,United States,California,San Francisco
Thomas Cottrell,False,2019-04-01,thomas.cottrell,0,0,37,3,2021-01-26,,,"Thank You #makeovermonday Community! As a Senior Business Analyst with 10 years experience and fascinated with data stories, I recently completed a full-time Data Analytics program at UC Berkeley to add Data Analyst and Visualizations to my skill set. I recently joined #makovermonday to continue improving my visualization skills and learn firsthand from leaders in the field and peers in this fantastic community. I bought the #makeovermonday book as a reference and I am going back to the 2020 VIZ challenges to see what I can learn. My aspirations are to keep learning and become a Data Scientist within 3 years. ",,https://public.tableau.com/app/profile/thomas.cottrell,United States,California,Pacifica
Anthony Canzonieri,False,2019-03-01,anthony.canzonieri,0,0,1,0,2019-04-05,Veterans Leadership Program,,"Anthony Canzonieri is a disabled combat veteran who served in Iraq with the US Army’s 1st Cavalry Division. After his time in the military, he returned to Western PA and attended California University of PA, earning a Bachelor of Science in Science & Technology as well as a Master of Business Administration (MBA). Anthony has 10 years experience working and volunteering in support of veterans with various non-profit and governmental organizations in Western PA. Born and raised in the Mid-Mon Valley, he now lives in the Greensburg, PA area and has two sons, Dominic and Cayden.",,https://public.tableau.com/app/profile/anthony.canzonieri,United States,Pennsylvania,Pittsburgh
Tony Phe,False,2021-09-01,tony.phe,0,0,30,7,2021-10-05,,Data Analyst,"I'm a data analyst seeking new opportunities. My expertise include the cleaning and preparation of data, data analysis and interpretation, and the development and implementation of research tools. I enjoy generating new ideas and devising workable solutions to complex problems. My colleagues would describe me as a driven, resourceful individual who maintains a positive, proactive attitude when faced with adversity. Currently, I've spent the last few months re-honing my skills in Python, SQL, and Tableau. I am seeking opportunities that will allow me to utilize my technical background and contribute towards the success of your team.",,https://public.tableau.com/app/profile/tony.phe,United States,California,Los Angeles
Joy,False,2018-06-01,joy2393,0,0,66,7,2021-04-30,UCLA Social Sciences Center for Education Research and Technology,,"Hi there! I'm the Emerging Tech Advocate for SSCERT at UCLA and you can often find me collaborating with other departments on campus (Library, IDRE, Humtech, etc.). I love connecting faculty and students to digital tools that can help further their research and that happens to include Tableau. My background is in Psychology and Digital Humanities ('15) and I returned to obtain my Masters of Social Sciences in 2019. In between that time, I worked in various departments at UCLA, met some amazing mentors and can't imagine working anywhere else! :) ",TDGXRWebinar,https://public.tableau.com/app/profile/joy2393,United States,California,Los Angeles
Milan Butani,False,2020-09-01,milan.butani,0,1,28,3,2020-10-08,UC Berkeley,,"I'm a senior undergraduate student learning Data Science  at University of California, Berkeley.

I love to teach Data Science and inspire the next generation to find ways they can make use of it. In order to do so, I started an e-learning organization called LanLearning to help make Data Science knowledge easier to access and learn.

I'm really passionate about sports and data science as well! I enjoy making visuals and sharing them with others! You can check out my visuals on here and also on my sports analytics blog that I run with a close friend of mine: www.instagram.com/fastbreakstats/",,https://public.tableau.com/app/profile/milan.butani,United States,,Los Angeles
Roohani Megh,False,2017-09-01,roohani.megh,0,0,4,1,2017-10-03,,,"I am a data analyst who believes that all  business decisions should be driven through the use closely monitoring and correctly interpreting data. My degree as an engineer has provided me with the skills to think outside the box to find viable solutions, along with the numerical/technical skills required for an analyst. My previous experience pricing analyst has given me a grounding in statistics and modelling, with great appreciation of influence that ‘data’ exerts on influencing real-life business decisions.My key strengths lie in the ability to positively influence the decision making process that I believe is the main driver for business growth & sustenance.",CanadaBankruptciesAnalysis-2014,https://public.tableau.com/app/profile/roohani.megh,United States,California,
Mark T. Davis,False,2017-04-01,mark.t.davis,0,0,40,8,2018-03-20,,,"Throughout the course of my career, my passion has been helping people and businesses to make more informed, data-driven, actionable decisions to optimize outcomes and achieve personal and professional goals. 

I enjoy analyzing large sets of data (both current and historical) to better understand and predict future events, while improving business outcomes through more accurate decisions.

As a Predictive Business Analyst with a strong finance background who is experienced at building predictive models and dashboards with Alteryx and Tableau, I’m very passionate about predictive modeling and effective storytelling with data.",,https://public.tableau.com/app/profile/mark.t.davis,United States,California,San Diego
Rajath Nag Nagaraj,False,2020-07-01,rajath.nag.nagaraj,1,1,72,13,2020-12-28,Michigan Technological University,,"Hi All,

Welcome to Rajath Nagaraj's tableau world!. I am a passionate data scientist trying to solve business problems using data driven approach. I am a second year graduate student at Michigan Tech studying data science. I love playing around python programming language and data. I am currently working as a Intern at State Auto Insurance, I work building data centric applications using Python OOP, ML and use amazon workspace for development.

#DataVisualization #dataScience #DataAnalytics #machineLearning #statistics #Tableau #graduate #michigantech #UnitedStates #SanFrancisco #California #artificialintelligence #computationalintelligence #datascientist #recruiters #Udacity #  #madewithudacity #data #tableaupublic #TableauArt ",,https://public.tableau.com/app/profile/rajath.nag.nagaraj,United States,Michigan,Houghton
Ken Martinez,False,2015-05-01,ken7294,0,0,10,2,2018-07-08,,,"See the Sea
""Despite endless seas of data that rise with each passing digital day, we continue to struggle to gain insight into our business even with numerous big data technologies. What Tableau has done is provide us not just with software that can illuminate the darkness of terabytes, but rather inspire us to visualize our numbers from perspectives never seen before. It is during this process we develop a mindset of seeking opportunities for improvement. By enabling us to 'See the Sea' of data that is our world, Tableau shows us not just where we can improve the most, but more importantly, where it will matter the most.""",,https://public.tableau.com/app/profile/ken7294,United States,California,Brea
Peter Watridge,False,2015-02-01,pointed.insight,0,0,22,1,2015-02-19,Pointed Insight,,"Pete has worked at companies as an engineer, a sales person, a product manager, a marketing manager, and a CFO.  He has always used numbers and visualization to guide his work.  Now Peter consults with SaaS and subscription companies on growth strategies and financial modeling informed by metrics with his company Pointed Insight.  Pete is an avid recreational skier and mountain biker.  When he is not creating insight and action from  data, he can often be found skiing and biking in the mountains with his wife and two daughters.

https://www.linkedin.com/in/watridge
http://pointedinsight.com/about/",TahoeSnowYears,https://public.tableau.com/app/profile/pointed.insight,United States,California,San Francisco
Mike Evans,False,,mike.evans,0,0,18,3,2014-05-26,TrueViz,,"Data Trailblazer | Product Management Leader | Viz Wars Founder

My ""Viz Style"" tends to be very playful and inviting, with clean layouts and rich images.  I recently won 2nd place at the Facebook Viz Cup with my entry ""UFOs on Your Birthday"" that was built entirely on site in less than one hour.  

I had so much fun at Facebook HQ that I founded ""Viz Wars"" to bring the data viz competitive fun to Southern California. We're coming to Milwaukee, WI next, and hopefully to a city near you soon!

Where should we host our next Viz Wars?",AgonyofDefeat,https://public.tableau.com/app/profile/mike.evans,,,
UCLA Center for Health Policy Research,False,2020-06-01,chpr,0,1,3,3,2021-10-14,,,"The Center improves the public’s health through high-quality, objective, and evidence-based research and data that informs effective policymaking. We advance this mission through policy analysis, policy-relevant research, public service, community partnership, media relations, and education. 
Our vision is a health policy process driven by credible and comprehensive evidence, leading to equitable, impactful and cost-effective laws, policies, and programs. We also believe data should be democratized and put into the hands of the public in ways that inform, educate, and result in grassroots-driven policy change. Ultimately, we aim to develop crucial evidence to support the elimination of persistent disparities in health and health coverage.",,https://public.tableau.com/app/profile/chpr,United States,California,Los Angeles
Heather Marshall,False,2019-12-01,heathermars333,8,1,34,4,2020-03-11,,,"Hi everyone! I'm a 25-year-old student at a Data Science Boot camp. I'm very new to all things data, coding and visualizing. I have a bachelor's degree in Journalism and one in Political Science. Story telling, truth telling and uncovering patterns is what I enjoy most about data and data science. My boot camp is exposing me to several coding languages, database management and other skills needed in the industry. Switching from a liberal arts background to a technical field is definitely challenging but very rewarding. To all new Tableau users and all of us who are new to big data, take it one step at a time. It gets better! It gets easier! ",HalloweenHistorical,https://public.tableau.com/app/profile/heathermars333,United States,California,Los Angeles
Sharvil Nawghare,False,2021-04-01,sharvil.nawghare,0,0,91,17,2021-04-26,Hult International Business School,,"As an aspiring consultant, holding a dual master’s degree in International Business (Strategy) and Analytics over a year of working experience in the finance and strategy consulting, I developed an analytical and creative problem-solving approach. After spending my life around 4 continents and 12 countries, playing professional tennis, I had the chance to interact productively with people from diverse cultures and backgrounds. My biggest passion rotates around new mobilities ecosystem, and on how to drive value from innovation & disruption. I am humble, determined, quick learner and visionary with entrepreneurial attitude.",,https://public.tableau.com/app/profile/sharvil.nawghare,United States,California,San Francisco
Sameeksha Raj Shimoga Basavaraja,False,2020-12-01,sameeksharajsb,0,0,2,2,2021-05-17,,,"I’m a driven learner with 2 years of experience in #Businessanalytics  (#decisionsciences). My experiences so far are spread across multiple business verticals, specifically, Retail (#digitalmarketing), Search Engine Marketing, and Banking. These experiences have helped me acquire the unique skillset to analyze change requirements in business and develop relevant data-driven solutions. So far, I have #python, #R, #SQL , #Java , #C, #C++, #CSS, #HTML, and #Ruby under my belt. I’m enthusiastic to learn other technologies, frameworks, and modelling skills and effectively utilize them to provide insights into business operations and improve business agility.

",,https://public.tableau.com/app/profile/sameeksharajsb,United States,California,San Jose
SmartDrive,False,2018-04-01,smartdrive,0,1,1,1,2018-04-06,SmartDrive Systems,,"SmartDrive Systems gives fleets and drivers unprecedented driving performance insight and analysis, helping save fuel, expenses and lives. Its video analysis, predictive analytics and personalized performance program help fleets improve driving skills, lower operating costs and deliver significant ROI. With an easy-to-use managed service, fleets and drivers can access and self-manage driving performance anytime, anywhere. The company has compiled the world's largest storehouse of more than 70 million analyzed risky-driving events. SmartDrive Systems is based in San Diego, Calif., and employs more than 400 people worldwide.

858-225-5550 - HQ
858-412-8350 - Sales",,https://public.tableau.com/app/profile/smartdrive,United States,California,San Diego
Gigi,False,2020-11-01,gigi5443,1,0,0,0,,,,"I am a mom of twin boys & caretaker along with my husband we caregiver 24/7 for one boy with special needs, he lives with severe spastic cerebral palsy quadriplegic cannot eat by mouth, In feeding tube needs max care to remain healthy and move around 100% support needed due to hospital malpractice negligence at the birth of my healthy twin boys now one who suffered severe b damage during crash delivery csection suffered an Hypoxic ishemic injury resulting in most severe case of cp and chronic serious healthy underlying conditions like pneumonia copd and more. ",,https://public.tableau.com/app/profile/gigi5443,United States,California,Temecula
Andrea Loffert,False,2016-08-01,andrea.loffert,1,1,28,3,2018-03-01,Slalom,,"My background and passion lies in translating raw data into actionable business insights.  By gaining a deep understanding of client's current data and analytics strategy, I seek to understand where they would like to go with their analytics from reporting tool features, to self service analytics, and mobile reporting access. Not only do I partner with my clients to strategize the best plan, but I also lead the implementation while educating the client on the technology and operational reporting practices best suited for their goals and needs.  

Outside of saving the Data and Business Intelligence world, you can find me on the beach playing volleyball, paddle boarding, in the gym lifting heavy weight, and traveling to see my family.",,https://public.tableau.com/app/profile/andrea.loffert,United States,California,
Patrick W. Zimmerman,False,2016-03-01,pzed,1,1,263,60,2020-04-11,Principally Uncertain,,"Currently working to start Principally Uncertain, an online community for smarty-pants analysis for the nerd in you.  Many of the dashboards here are part of ongoing projects that will end up on the site, which is dedicated to both edifying and entertaining its readers.

I am a Social Scientist passionate about content strategy, online community design and development, and social network research and analysis.  I'm a big fan of interdisciplinary methodologies.

A refugee from academia interested in the connections between mass cultures and the social and political contexts in which they exist. I play beer-league hockey, softball, and soccer. I like dogs, good booze, food, and horribly awesome kung-fu movies.",Trump-o-meter,https://public.tableau.com/app/profile/pzed,United States,California,San Francisco
